LOCALITY,n_sp,HYP,HOD,BUN,SF,OT,LOP,LOPT,AL,OL,ALX,AVERAGE.AGE,LAT,LONG,FORMATION,REFERENCE.SECTION,PALEOMAG.SECTION,MINIMUM.AGE,MAXIMUM.AGE,precipPredLM,precipPredRF,precipPredSCAM,precipPredSVM,precipPredGBM,precipPredMARS,precipPredGAM,precipPredXGB,ensemblePrec,tempPredRF,tempPredSCAM,tempPredSVM,tempPredGBM,tempPredMARS,tempPredGAM,tempPredXGB,tempPredLM,ensembleTemp,precipHYP
Y0053,10,1.15,1.21,0.18,0,0.030000000000000002,1.11,1.07,0.61,0.5,0.3,12.756,N 32 41.185,E 72 18.345,Chinji,Hutch Nala,Hutch Nala,12.694,12.818,1225.1399999999999,1128.206347053672,2045.13757890162,1175.30533745694,1152.5000272094546,2004.9927658497645,2506.77324888154,1186.733154296875,1668.819217558832,8.700840662293745,12.2859278196653,7.58521687683286,9.814545076440455,8.262543833619514,13.3962537953115,8.794151306152344,18.450000000000003,10.00755467736056,990.246269248676
Y0054,11,1.1090909090909091,1.1818181818181819,0,0,0.018181818181818184,0.9090909090909091,1.6727272727272728,0.8181818181818182,0.45454545454545453,0.5454545454545454,11.792,N 32 41.628,E 72 18.259,Chinji,Kap's Q,Parrawali,11.757,11.827,1405.9272727272728,1000.9323404956045,1609.4491981951,922.3560340057587,1016.340737402145,1503.0384440045002,2164.22015046727,1536.3443603515625,1369.389484095063,5.919209065540623,8.52047428157252,7.83298525523771,6.7228445137135955,6.26296662590823,7.71793422541826,7.783871650695801,11.454545454545455,7.162735661231822,990.246544637143
Y0055,5,1.36,1.02,0.16,0,0.02,1.02,0.86,0.8200000000000001,0.33999999999999997,0.4,12.143,N 32 41.335,E 72 18.724,Chinji,Hutch Nala,Hutch Nala,12.099,12.187,1240.1399999999999,799.163024931293,1729.52649163957,925.9572080176513,1040.583298328292,1560.8609095274517,2241.87487375845,1525.52099609375,1382.9943010337836,7.821305527052756,11.1617913327709,7.837092570582825,7.294045020902228,7.757466698406279,11.9408674230664,7.270648002624512,15.6,8.968761428796899,989.869505529097
Y0056,6,1.15,1,0,0.016666666666666666,0,1,1,0.8166666666666667,0.26666666666666666,0.6666666666666666,11.888,NA,NA,Chinji,Rata Dala Nala,Rata Dala Nala,11.706,12.07,1317.65,654.7384280237856,787.251840973113,762.0338532668413,628.3987581018758,1706.7029246124694,1358.1027793749,967.447509765625,982.8714307254972,3.1952065931355533,3.51851506280485,7.700975111342937,3.8145735106420404,9.893916675477215,3.05814155118692,3.8136775493621826,8,5.196888084098252,990.246269248676
Y0057,5,1.24,1.42,0.16,0.02,0.04,0.8,1.76,0.42,0.52,0.2,12.13,NA,NA,Chinji,Rata Dala Nala,Rata Dala Nala,11.984,12.275,1459.8399999999997,1138.9747479816851,2064.32480458714,1273.733636439321,1185.903321674395,2291.0336402069174,2664.29244520224,1270.8294677734375,1769.7104326819504,7.96617821711392,15.6506586077165,12.521871054857346,8.078351939943152,12.366572389686343,14.8734150327319,8.0914764404296875,21.3,11.909507873674858,990.245297587383
Y0058,9,1.3333333333333333,1.011111111111111,0.08888888888888889,0.011111111111111112,0.1111111111111111,1.1111111111111112,0.7111111111111111,0.6777777777777778,0.4,0.4444444444444444,12.959,NA,NA,Chinji,Rata Dala Nala,Rata Dala Nala,12.878,13.04,1171.2222222222222,873.8749599388757,1739.28767981139,1192.4906705877343,1038.3753143918007,1763.0115179581362,2427.34058976925,1512.3763427734375,1505.7301220761983,8.068543095256958,10.7158717785728,11.302533841116185,10.199862438051074,10.674409724429811,10.9427887518735,10.001770973205566,14.333333333333334,10.317334938216712,990.14520047984
Y0059,18,1.3722222222222222,1.2222222222222223,0.05555555555555555,0,0.06666666666666667,1.2222222222222223,1.1333333333333333,0.7222222222222222,0.42777777777777776,0.5,13.652,N 32 42.339,E 72 26.692,Chinji,K1/KR1,K1/KR1,13.649,13.655,1066.538888888889,919.3636777915601,1549.53676685705,1007.1719033378503,1012.0299201105543,1486.2981148510023,2590.00195022604,1497.216064453125,1427.4003888623436,7.896347467649796,9.73472001139829,8.117115965004967,7.80896373596799,7.2523895631930415,9.31110127023366,7.819615364074707,12.75,8.353439668907958,989.652892445061
Y0060,9,1.1111111111111112,1,0,0,0,1.2222222222222223,0.8888888888888888,0.8888888888888888,0.3333333333333333,0.6666666666666666,12.865,NA,NA,Chinji,Gambhir Section,Gambhir Section,12.827,12.902,1141.9999999999998,657.3504453515211,792.612442222453,744.1787504315271,711.3002192573051,1240.4756559539128,1360.63274226639,967.447509765625,917.7583759138515,3.1952065931355533,3.51851506280485,4.9112632616835326,3.8145735106420404,3.624505459815396,3.05814155118692,3.8136775493621826,8,3.6870342398780482,990.246532919611
Y0061,6,1.15,1,0.16666666666666666,0.016666666666666666,0,1,0.6666666666666666,0.8166666666666667,0.09999999999999999,0.6666666666666666,11.572,N 32 43.804,E 72 28.026,Chinji,Gambhir Section,Gambhir Section,11.523,11.62,1317.65,633.3077540109745,787.251840973113,772.1660788496067,549.6917019769219,1468.3810127118609,1093.12195061215,763.82843017578125,883.986723189105,3.1952065931355533,3.51851506280485,7.700975111342937,3.8145735106420404,9.893916675477215,3.05814155118692,3.8136775493621826,8,5.196888084098252,990.246269248676
Y0063,5,1.22,1,0,0.02,0.02,1.02,1.18,0.96,0.32,0.6,11.591,NA,NA,Chinji,Gambhir Section,Gambhir Section,11.465,11.717,1280.6,721.8332038109762,1188.6466124051,880.2049543710477,1004.3264510027054,1778.7840970204106,1958.81513490354,1461.6370849609375,1255.4350755856303,3.8391235522944833,6.5225006287481,11.378769603668452,6.176412160725502,12.038332268826274,5.62958291739128,6.205105781555176,9.900000000000002,7.597453521942349,990.245565526665
Y0065,6,1.1,1.3333333333333333,0.16666666666666666,0,0.05,0.85,1.7166666666666668,0.65,0.45,0.3333333333333333,11.591,NA,NA,Chinji,Gambhir Section,Gambhir Section,11.465,11.717,1458.25,1092.3881236555292,2045.85802219252,1263.6400197936782,1169.6336016436976,1946.6238627997525,2743.52618496717,1488.7841796875,1710.2783025087242,7.924744516369918,11.7487845230947,7.562903281592883,8.042954312003928,8.094184788548436,12.9888073607896,8.030261993408203,17.5,9.393729797066573,990.246595224448
Y0066,8,1.2375,1.5,0,0,0.037500000000000006,1.1375,1.7875,0.6125,0.8375,0.125,13.361,N 32 40.647,E 72 20.255,Chinji,Hutch Nala,Hutch Nala,13.295,13.426,1176.7250000000004,1145.2153148520792,2157.67394632289,1208.4690473320518,1238.5112487321103,2355.3444577694236,2971.2204837883,1362.7794189453125,1846.0724164661424,11.987352276948448,18.4868564905887,11.213341331603798,15.618100338351045,11.64193698656233,16.8216453622913,15.62568473815918,23.4375,14.294872131057604,990.245332915962
Y0067,8,1.3625,1,0,0.0125,0.125,1.125,1,0.7375,0.45,0.5,13.59,N 32 40.598,E 72 20.411,Chinji,Hutch Nala,Hutch Nala,13.499,13.681,1151.1125000000002,799.591136115336,1567.65678630214,1109.7646447332866,1003.5178382770441,1644.9848970156424,2226.94408063081,1498.7403564453125,1392.0765638457094,7.896347467649796,9.73472001139829,11.622912224258254,7.80896373596799,11.078478770041954,9.31110127023366,7.819615364074707,12.75,9.575420579924991,989.830459222392
Y0069,5,1.24,1,0,0,0.02,1.42,0.78,0.98,0.4,0.6,13.812,N 32 40.530,E 72 19.756,Chinji,Hutch Nala,Hutch Nala,13.772,13.852,938.4199999999998,718.2111276867773,1176.00347433718,829.3829601005799,997.5030746111619,1449.0361274320626,1952.59978140169,1461.6370849609375,1187.1227575949088,3.8391235522944833,6.5225006287481,6.938972128226371,6.176412160725502,5.075659101166456,5.62958291739128,6.205105781555176,9.900000000000002,5.697041748092032,990.245297587383
Y0071,7,1.342857142857143,1.3,0.1142857142857143,0.014285714285714287,0.028571428571428574,1.4285714285714286,0.9714285714285715,0.7285714285714285,0.35714285714285715,0.42857142857142855,13.274,N 32 40.678,E 72 19.986,Chinji,Hutch Nala,Hutch Nala,13.229,13.319,901.485714285714,966.4588801115368,1739.60533793196,980.5681598912738,1143.4612270063215,1733.3253952183197,2418.58692005393,1569.111083984375,1497.0009867022231,7.958911212233398,10.9042997741233,12.180779126754494,8.004951190714737,11.556786183569848,11.3309710130749,7.9610443115234375,14.785714285714286,10.322783083411784,990.07337238814
Y0076,30,1.1566666666666667,1.1333333333333333,0.1,0,0.03333333333333333,1.0666666666666667,1.0333333333333334,0.7666666666666667,0.42333333333333334,0.4666666666666667,11.41,N 32 44.060,E 72 28.200,Chinji,Gambhir Section,Gambhir Section,11.362,11.458,1259.6566666666668,1055.1329875131162,1903.54485919503,1045.3715297929584,1046.8773765783603,1725.568071306337,2495.6346937786,1482.99169921875,1545.3549196940664,8.080949766182838,10.3855208629127,8.121227469710252,8.54489279056848,7.420748608264121,10.3392145509783,8.0950469970703125,13.7,8.815425674769454,990.246215977737
Y0083,9,1.1111111111111112,1,0.2222222222222222,0,0,0.6666666666666666,0.8888888888888888,0.6666666666666666,0.1111111111111111,0.6666666666666666,11.601,N 32 41.777,E 72 20.046,Chinji,Hutch Nala,Hutch Nala,11.594,11.607,1609.2222222222222,687.218426379367,792.612442222453,752.7575421931374,689.949201804551,922.7131067531012,985.297681158146,666.6304931640625,805.091400085126,3.1952065931355533,3.51851506280485,4.9112632616835326,3.8145735106420404,3.624505459815396,3.05814155118692,3.8136775493621826,8,3.6870342398780482,990.246532919611
Y0086,5,1.22,1,0,0.02,0.02,1.42,0.78,0.96,0.32,0.6,13.578,N 32 40.780,E 72 18.652,Chinji,Hutch Nala,Hutch Nala,13.513,13.642,944.2,721.8332038109762,1188.6466124051,880.2049543710477,1004.3264510027054,1778.7840970204106,1958.81513490354,1461.6370849609375,1255.4350755856303,3.8391235522944833,6.5225006287481,11.378769603668452,6.176412160725502,12.038332268826274,5.62958291739128,6.205105781555176,9.900000000000002,7.597453521942349,990.245565526665
Y0087,5,1.28,1.42,0.16,0.02,0.060000000000000005,1.02,1.74,0.6,0.52,0.2,13.874,N 32 40.405,E 72 20.051,Chinji,Hutch Nala,Hutch Nala,13.832,13.916,1263.2599999999998,1141.9021807228262,2008.63571362147,1323.2269182123882,1165.4895507665728,2255.1587404119673,2788.43896171876,1360.0133056640625,1780.4753442423312,7.96617821711392,15.6506586077165,12.521871054857346,8.078351939943152,12.366572389686343,14.8734150327319,8.0914764404296875,21.3,11.909507873674858,990.244655367393
Y0090,6,1.8333333333333333,1,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.1666666666666667,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,8.007,NA,NA,Dhok Pathan,Dhok Pathan,Dhok Pathan,7.936,8.077,980,1747.5760746962649,933.397713377214,1284.1142592932279,1574.9213421309098,1552.1387218700027,654.149315432124,2641.686279296875,1291.0495711332906,22.20542443612267,11.7487845230947,24.327942758596073,22.321395369582792,23.692609808953318,12.9888073607896,21.52362060546875,17.5,19.54749404285652,826.762832874888
Y0095,6,1.5833333333333333,1.6666666666666667,0.16666666666666666,0.016666666666666666,0.25,1,1.7833333333333334,0.31666666666666665,0.6,0.16666666666666666,9.337,NA,NA,Dhok Pathan,Dhok Pathan,Dhok Pathan,9.281,9.392,1192.4166666666667,910.3652025757002,1405.69301216843,975.7004067149961,958.2572265805882,1862.5560178536198,1731.29048373946,1412.064697265625,1307.3103916054667,8.665632306389055,16.9980769574272,12.504348019868548,10.504934781014196,12.810629150562344,15.6326204350384,10.519107818603516,22.25,12.852706941716626,966.221291395771
Y0097,7,2.142857142857143,1,0.14285714285714285,0.2857142857142857,0.14285714285714285,1.7142857142857142,0,0.42857142857142855,0.5714285714285714,0.2857142857142857,7.929,NA,NA,Dhok Pathan,Dhok Pathan,Dhok Pathan,7.843,8.014,430.0000000000002,906.9611977548436,404.874758590565,1044.9175817977132,525.8208187794136,1055.4888519867834,598.093808635073,1107.8082275390625,756.026169590732,26.222682365029854,12.6113710873415,24.092416793794172,26.04086742215954,23.65068102137003,13.5671393583194,26.505687713623047,18.857142857142858,21.03085967466908,420.678341141229
Y0099,7,1.8857142857142857,1,0.14285714285714285,0.14285714285714285,0.3,1.3,0.5571428571428572,0.4142857142857143,0.5714285714285714,0.2857142857142857,7.929,NA,NA,Dhok Pathan,Dhok Pathan,Dhok Pathan,7.843,8.014,852.7285714285715,1579.4095351943051,849.559800793495,662.4142953181364,1320.8680086288512,1426.396315448989,925.761784385649,2722.707275390625,1127.4016232949043,19.18388901622995,12.6113710873415,24.007257500582263,19.830747801730674,22.487949578196186,13.5671393583194,18.995386123657227,18.857142857142858,18.614725723733326,769.646505264714
Y0113,6,1.7,1.3333333333333333,0.16666666666666666,0.16666666666666666,0.2,1.1666666666666667,1.4000000000000001,0.3333333333333333,0.6666666666666666,0.16666666666666666,8.368,NA,NA,Dhok Pathan,Dhok Pathan,Dhok Pathan,8.255,8.481,1018.5333333333333,1869.7456301413367,1221.74350102611,1305.4358583447447,1767.3184817807498,1694.273927949471,1339.16937239168,2947.476806640625,1532.9477952723482,21.435930386276645,16.9980769574272,22.76026559224357,21.319316770266013,21.26367375040795,15.6326204350384,21.385828018188477,22.25,19.90164731527663,923.821119361889
Y0130,7,2.057142857142857,1.2857142857142858,0,0.2857142857142857,0.18571428571428572,1.5857142857142856,1.1857142857142857,0.4142857142857143,0.8571428571428571,0.14285714285714285,7.96,NA,NA,Dhok Pathan,Dhok Pathan,Dhok Pathan,7.843,8.077,562.9000000000003,1139.7400694689866,573.959550212098,1005.0959840474072,1163.7150780250179,1179.1246731408523,849.614859179635,1658.2745361328125,985.2083690123328,25.335570980478977,17.889541301591,25.615022753635344,26.27638456791455,22.519405605976726,16.2810888710841,28.325056076049805,22.92857142857143,22.319502346780112,534.38162112708
Y0140,7,1.6285714285714286,1.2857142857142858,0.14285714285714285,0,0.18571428571428572,1.3,1.1857142857142857,0.5571428571428572,0.7142857142857143,0.14285714285714285,9.466,NA,NA,Nagri,Gandakas Road,Malhuwala Kas,9.415,9.516,927.0428571428572,913.3403572592827,1349.14131644854,1105.566669681856,1011.6827457442218,1797.3037789111947,1573.44090863443,1284.037841796875,1291.7459627799194,11.690599325213245,17.889541301591,10.56808615906182,14.854249595416999,10.95757602996005,16.2810888710841,14.804317474365234,22.92857142857143,13.706856880387866,953.378101110969
Y0144,6,1.5833333333333333,1.6666666666666667,0.16666666666666666,0.016666666666666666,0.25,1,1.7833333333333334,0.31666666666666665,0.6,0.16666666666666666,8.765,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.679,8.85,1192.4166666666667,910.3652025757002,1405.69301216843,975.7004067149961,958.2572265805882,1862.5560178536198,1731.29048373946,1412.064697265625,1307.3103916054667,8.665632306389055,16.9980769574272,12.504348019868548,10.504934781014196,12.810629150562344,15.6326204350384,10.519107818603516,22.25,12.852706941716626,966.221291395771
Y0155,5,1.88,1.4,0.2,0.2,0.26,1.02,1.6600000000000001,0.18,0.8,0,8.444,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.392,8.496,1089.8600000000001,1483.1741004558476,983.863543008003,1040.541576245723,1559.1539961317994,1434.6387035259272,1274.82684209126,1359.746826171875,1296.03312690976,23.90519535207021,21.0175441636396,24.923406247064104,24.10509470528133,23.542500657615857,21.3070936934775,23.913972854614258,27,23.1334724698581,776.426546138354
Y0158,15,1.76,1.2666666666666666,0.13333333333333333,0.13333333333333333,0.22,1.34,0.8200000000000001,0.46,0.5333333333333333,0.3333333333333333,8.739,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.696,8.782,855.4200000000001,1591.8754840138774,1050.65536697505,1055.1408033535813,1464.6669930458336,1607.728853141623,1248.82572876642,2864.33740234375,1336.4822048827318,21.586338274123705,11.7487845230947,25.339925222169782,23.048630452457044,23.421305805546087,12.9888073607896,20.716737747192383,17.5,19.68896527303015,887.868554366157
Y0159,8,1.55,1.25,0.25,0,0.1625,1.1375,1.0375,0.4875,0.625,0.125,9.396,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,9.383,9.409,1086.4125,1203.665405651005,1502.20376003281,1271.3742479710259,1240.828092330645,1910.6366149690907,1607.92995230952,1350.9383544921875,1456.1063455440158,11.987352276948448,18.4868564905887,11.213341331603798,15.618100338351045,11.64193698656233,16.8216453622913,15.62568473815918,23.4375,14.294872131057604,973.422293791817
Y0160,8,1.525,1,0.125,0,0.125,1.375,0.5,0.75,0.5,0.375,9.408,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,9.395,9.421,893.9000000000001,789.9168333572972,1399.32159010169,1105.5796618984778,904.3850181397656,1521.2168431803188,2062.60030150672,1279.538330078125,1297.1700413640458,7.723937552196586,11.3515116081506,7.706118814378732,5.23216169680626,7.883735982209588,12.387641079326,5.523471832275391,16.3125,8.714184455511292,977.757758844494
Y0161,7,1.3142857142857143,1.2857142857142858,0.2857142857142857,0,0.17142857142857143,1,1.2,0.42857142857142855,0.42857142857142855,0.2857142857142857,9.404,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,9.386,9.421,1270.1714285714288,1131.5120324434372,1871.49655743583,1371.193186771944,1226.9630919141343,2007.5035690711366,1739.59531744155,1067.6981201171875,1558.0439591796733,7.985937931701436,12.6113710873415,7.647402872609476,8.079822509847657,8.334697710078547,13.5671393583194,7.969010829925537,18.857142857142858,9.704395244983,990.222735874809
Y0162,6,1.7,1,0.16666666666666666,0,0.18333333333333335,1.5166666666666666,0.31666666666666665,0.65,0.6666666666666666,0.16666666666666666,9.449,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,9.382,9.516,724.1833333333334,642.9326486854513,1221.74350102611,1054.9080791919796,655.5505108513271,1694.273927949471,1326.94566100898,1030.414306640625,1099.392388118886,8.665632306389055,16.9980769574272,9.78808241065375,10.504934781014196,10.045094754490343,15.6326204350384,10.519107818603516,22.25,11.93907360750216,923.821119361889
Y0163,5,1.44,1,0.2,0,0.22,1.42,0.38,0.58,0.6,0.2,9.399,NA,NA,Dhok Pathan,Gandakas Road,Malhuwala Kas,9.382,9.415,880.6200000000001,1076.3708619541273,1673.9457601932,1165.7638805873903,1113.9896470159906,2001.2257503100861,1838.9843995999,1237.599853515625,1478.3800499434496,7.96617821711392,15.6506586077165,8.88072849571121,8.078351939943152,8.76762096883275,14.8734150327319,8.0914764404296875,21.3,10.702825543674903,986.895281531723
Y0165,5,1.66,1.4,0,0.02,0.26,1.42,1.6600000000000001,0.56,0.72,0.2,8.794,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.766,8.822,817.04,660.7322850345,1257.78773531142,764.9153300126906,620.782657785798,1707.039933295597,1797.60981294174,1113.0887451171875,1134.8112923969572,7.96617821711392,15.6506586077165,12.521871054857346,8.078351939943152,12.366572389686343,14.8734150327319,8.0914764404296875,21.3,11.909507873674858,941.934940892491
Y0166,11,1.5363636363636364,1.1818181818181819,0.18181818181818182,0,0.2090909090909091,1.190909090909091,0.9363636363636364,0.44545454545454544,0.5181818181818182,0.2727272727272727,8.794,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.766,8.822,1045.4363636363637,909.7074165474615,1414.27679224169,1081.121035262838,1067.8649597448016,1713.6978383434111,1665.99732338439,947.61236572265625,1308.7775609207658,8.241419066325308,12.9666613382911,7.73596000610304,8.557318998743325,8.400292143223124,13.726801236321,8.710968971252441,19.227272727272727,9.938075464834482,975.893554182284
Y0168,5,2.04,1.4,0,0.2,0.22,1.42,1.38,0.38,1,0,8.296,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.259,8.333,707.22,746.6415344243479,643.046556380872,895.3967406106676,1033.1337300418088,1203.8518373716656,1221.58714564219,648.52423095703125,957.2762574119247,23.90519535207021,21.0175441636396,24.923406247064104,24.10509470528133,23.542500657615857,21.3070936934775,23.913972854614258,27,23.1334724698581,558.707066239833
Y0171,6,1.6166666666666667,1.35,0.13333333333333333,0,0.21666666666666667,1.1833333333333333,1.45,0.5166666666666667,0.6166666666666667,0.16666666666666666,8.075,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.046,8.104,1028.6,896.6652263611069,1349.8013296501,1017.934564754464,914.2483642461624,1814.4754207381486,1639.04170666127,1414.05615234375,1272.02776873521,8.665632306389055,16.9980769574272,9.78808241065375,10.504934781014196,10.045094754490343,15.6326204350384,10.519107818603516,22.25,11.93907360750216,957.144051485074
Y0172,7,1.6285714285714286,1.2857142857142858,0.14285714285714285,0.14285714285714285,0.18571428571428572,1.1571428571428573,1.1857142857142857,0.4142857142857143,0.5714285714285714,0.2857142857142857,8.282,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.255,8.309,1047.1857142857143,2007.9095747150436,1253.8279745299,1299.412026887812,1746.5308592802737,1797.3037789111947,1504.543267574,3026.670654296875,1601.5879136497051,19.18388901622995,12.6113710873415,24.007257500582263,19.830747801730674,22.487949578196186,13.5671393583194,18.995386123657227,18.857142857142858,18.614725723733326,953.378101110969
Y0173,6,1.55,1.3333333333333333,0.16666666666666666,0.016666666666666666,0.21666666666666667,0.85,1.7166666666666668,0.4666666666666667,0.6,0.16666666666666666,8.282,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.255,8.309,1328.1999999999998,925.3483388978447,1467.26636453629,1122.600720744481,951.3255751490188,1910.6366149690907,1726.20638852838,1412.064697265625,1350.5640004708512,8.665632306389055,16.9980769574272,12.504348019868548,10.504934781014196,12.810629150562344,15.6326204350384,10.519107818603516,22.25,12.852706941716626,973.422293791817
Y0174,11,1.8,1.3636363636363635,0.09090909090909091,0.09090909090909091,0.23636363636363636,1.009090909090909,1.509090909090909,0.35454545454545455,0.7272727272727273,0.18181818181818182,8.397,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.344,8.449,1122.1545454545453,1481.216254058848,1052.62390819631,929.9780985365873,1495.2940169566182,1550.0321366030576,1295.43524232829,2382.128662109375,1300.7632761132863,18.08392887280433,16.3929331040954,20.440599346453894,17.80809829294943,20.464571660500546,15.2660197501422,17.951904296875,21.81818181818182,18.076025171157642,857.103079953228
Y0176,9,1.8222222222222222,1.2222222222222223,0.2222222222222222,0.1111111111111111,0.25555555555555554,1.2333333333333334,0.9222222222222223,0.32222222222222224,0.6666666666666666,0.1111111111111111,8.193,N 33 11.711,E 72 35.749,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.117,8.269,927.1444444444444,2030.5826813677718,1054.87115612029,977.8665303543432,1884.1151501150039,1517.9784051927436,1125.07353198256,2429.8515625,1431.7479091887858,21.622495045235432,18.9067396683887,21.008001356267197,21.67276839809319,21.480674712662793,17.2702798934175,21.695585250854492,23.833333333333332,20.32682651234414,837.377092099308
Y0179,5,1.6199999999999999,1,0,0.02,0.22,1.42,0.78,0.76,0.52,0.4,8.662,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.474,8.85,828.6000000000001,753.9934633777143,1229.72331223718,862.1777995051006,888.9459611380621,1495.1523826795242,1744.29098630425,1055.818603515625,1162.3806508736395,7.821305527052756,11.1617913327709,13.659337211493888,7.294045020902228,13.038278992662985,11.9408674230664,7.270648002624512,15.6,10.819270917991528,956.119152409228
Y0182,23,1.5391304347826087,1.0869565217391304,0.17391304347826086,0.043478260869565216,0.1391304347826087,1.1304347826086956,0.8,0.5652173913043478,0.4782608695652174,0.34782608695652173,9.24,N 33 15.268,E 72 37.229,Dhok Pathan,Gandakas,Gandakas,9.229,9.25,1095.4956521739132,1690.4436637552476,1381.73196823907,1229.8693887530374,2056.7370290018184,1829.7978184612907,1827.99572863494,2872.243408203125,1669.4292661409006,16.917867015389085,11.5870791958291,19.050291557000236,15.929119052171755,18.547215593856425,12.7960346560262,16.671875,17.086956521739133,15.80460117837881,975.413187772078
Y0191,8,1.5,1.25,0.25,0,0.25,1,0.75,0.375,0.5,0.25,9.332,NA,NA,Dhok Pathan,Gandakas,Gandakas,9.237,9.426,1216.5,1015.1261239073058,1500.87483228824,1019.3510203730016,1141.6229013896925,1812.5654227921477,1691.73634054708,1112.234619140625,1363.5461068829104,7.962231892254425,13.7054992089351,7.971273154731771,7.85200340359456,8.515082401226131,14.028116066614,7.839911937713623,19.875,10.005701021225999,981.275838423369
Y0192,6,1.4333333333333333,1.3333333333333333,0.16666666666666666,0,0.21666666666666667,1.1833333333333333,1.3833333333333333,0.48333333333333334,0.6166666666666667,0.16666666666666666,8.569,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.474,8.664,1081.583333333333,938.9613275500822,1722.02445918417,1176.2938621195126,952.7638135540851,2078.9187048732397,1930.72106746801,1409.4306640625,1466.6138724581836,8.665632306389055,16.9980769574272,9.78808241065375,10.504934781014196,10.045094754490343,15.6326204350384,10.519107818603516,22.25,11.93907360750216,987.310676982036
Y0193,8,1.5,1.25,0.25,0,0.125,1,0.875,0.375,0.5,0.25,8.996,NA,NA,Dhok Pathan,Dhok Mila (Khaur Kas),Malhuwala Kas,8.969,9.022,1216.5,1118.448564775856,1500.87483228824,1250.3618929344711,1150.9328268162096,1812.5654227921477,1898.58032851845,1138.2078857421875,1455.2939780208958,7.962231892254425,13.7054992089351,7.971273154731771,7.85200340359456,8.515082401226131,14.028116066614,7.839911937713623,19.875,10.005701021225999,981.275838423369
Y0194,7,1.6428571428571428,1.3,0.1142857142857143,0,0.18571428571428572,1.0142857142857142,1.5285714285714287,0.44285714285714284,0.7142857142857143,0.14285714285714285,8.996,NA,NA,Dhok Pathan,Dhok Mila (Khaur Kas),Malhuwala Kas,8.969,9.022,1163.2000000000003,746.0803782889437,1326.53231423859,1078.146589387775,908.3149502155283,1776.69780871885,1588.33149265685,1284.037841796875,1237.350588917757,11.690599325213245,17.889541301591,10.56808615906182,14.854249595416999,10.95757602996005,16.2810888710841,14.804317474365234,22.92857142857143,13.706856880387866,948.457379419635
Y0196,7,1.7142857142857142,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.5714285714285714,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.2857142857142857,8.996,NA,NA,Dhok Pathan,Dhok Mila (Khaur Kas),Malhuwala Kas,8.969,9.022,674.0000000000002,1720.2777556002122,1130.60265690416,1282.19071047015,1632.3467661383072,1673.6679577571263,1458.12253238545,2955.88232421875,1482.8680632092335,19.18388901622995,12.6113710873415,24.007257500582263,19.830747801730674,22.487949578196186,13.5671393583194,18.995386123657227,18.857142857142858,18.614725723733326,916.276500078511
Y0199,6,1.8666666666666667,1.3333333333333333,0.16666666666666666,0.16666666666666666,0.18333333333333335,1.1833333333333333,1.15,0.31666666666666665,0.8333333333333334,0,8.67,NA,NA,Dhok Pathan,Hasal Kas (Bora Ka),Malhuwala Kas,8.623,8.717,956.3499999999999,1287.2008274196983,1012.17603201083,1252.3868081268215,1416.4546454413253,1453.8709423721152,1236.6776672112,1266.5013427734375,1276.4611537636652,24.189002729982647,21.0175441636396,24.437310277827226,24.5607885836718,23.271196654208627,21.3070936934775,24.736732482910156,27,23.130489350467897,791.754248797672
Y0205,5,1.6199999999999999,1.4,0,0.02,0.24,1.4,1.6800000000000002,0.58,0.72,0.2,9.002,NA,NA,Dhok Pathan,Dhok Mila (Khaur Kas),Malhuwala Kas,8.912,9.091,845.4200000000003,899.2691591441385,1318.80317967328,873.145615450414,947.2400190018902,1764.7366498341623,1869.27276724101,1115.0543212890625,1278.7445650574825,7.96617821711392,15.6506586077165,12.521871054857346,8.078351939943152,12.366572389686343,14.8734150327319,8.0914764404296875,21.3,11.909507873674858,956.119152409228
