LOCALITY,n_sp,HYP,HOD,BUN,SF,OT,LOP,LOPT,AL,OL,ALX,AVERAGE.AGE,LAT,LONG,FORMATION,REFERENCE.SECTION,PALEOMAG.SECTION,MINIMUM.AGE,MAXIMUM.AGE,precipPredLM,precipPredRF,precipPredSCAM,precipPredSVM,precipPredGBM,precipPredMARS,precipPredGAM,precipPredXGB,ensemblePrec,tempPredRF,tempPredSCAM,tempPredSVM,tempPredGBM,tempPredMARS,tempPredGAM,tempPredXGB,tempPredLM,ensembleTemp,precipHYP,form_lon,form_lat,final_lon,final_lat,coord_source,lon_jit,lat_jit,bio15PredRF,bio15PredSCAM,bio15PredSVM,bio15PredGBM,bio15PredMARS,bio15PredGAM,bio15PredXGB,ensembleBio15,nppPredRF,nppPredSVM,nppPredGBM,nppPredMARS,nppPredGAM,nppPredSCAM,ensembleNPP,NPP_liu,MAP_lm_PN,MAT_lm_PN
Y0099,7,1.885714286,1,0.142857143,0.142857143,0.3,1.3,0.557142857,0.414285714,0.571428571,0.285714286,7.929,NA,NA,Dhok Pathan,Dhok Pathan,Dhok Pathan,7.843,8.014,852.7285714,582.3464738,830.9256994,762.163622,603.4322615,825.6410919,775.0995725,600.0288086,729.9347868,7.865740096,4.259937127,6.63899037,7.725512254,8.256702417,4.563006481,7.907966137,18.85714286,6.551648124,789.0781285,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.27936277,32.98194583,68.10174357,57.0094575,48.44016337,70.64779067,43.34789741,42.34191556,75.87838745,54.98149468,935.6255757,1189.591155,1150.976627,1320.621006,1251.986622,1193.026226,1173.637869,1027.167143,865.4285465,4.912550976
Y0113,6,1.7,1.333333333,0.166666667,0.166666667,0.2,1.166666667,1.4,0.333333333,0.666666667,0.166666667,8.368,NA,NA,Dhok Pathan,Dhok Pathan,Dhok Pathan,8.255,8.481,1018.533333,1165.366465,986.0032539,1133.222899,1112.446995,1304.378009,1091.446471,1077.43811,1132.144015,13.57658552,8.627671713,15.48924344,14.37821115,15.22058065,8.236828805,13.5495882,22.25,12.58818688,1237.935121,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.20824263,33.14634285,65.92323541,71.08658898,50.86865008,62.48797849,50.09863168,57.6982885,61.9781189,59.69389552,1545.637468,1687.559849,1585.002653,1629.90419,1680.926118,1465.84301,1599.145548,1222.84,1294.325721,10.95891583
Y0130,7,2.057142857,1.285714286,0,0.285714286,0.185714286,1.585714286,1.185714286,0.414285714,0.857142857,0.142857143,7.96,NA,NA,Dhok Pathan,Dhok Pathan,Dhok Pathan,7.843,8.077,562.9,557.7196201,647.8705482,744.8864748,668.2878969,649.3971997,783.6616339,696.0683594,675.3038956,17.88973901,10.63205725,22.8288935,18.39714454,23.63833432,9.514746966,17.71863174,22.92857143,17.1501526,642.9722008,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.24333914,33.02343719,74.84005851,73.01522271,64.4918737,84.7343273,86.94863175,79.17322832,76.14583588,77.20055705,874.0834748,1193.085228,915.6668161,977.6206047,1124.183494,835.6385649,986.7130304,676.8014286,513.330734,12.1681888
Y0140,7,1.628571429,1.285714286,0.142857143,0,0.185714286,1.3,1.185714286,0.557142857,0.714285714,0.142857143,9.466,NA,NA,Nagri,Gandakas Road,Malhuwala Kas,9.415,9.516,927.0428571,798.3118887,956.4241073,1101.092336,918.6890746,1254.177112,1141.664891,906.5437622,1028.393235,1.750405805,10.63205725,2.766573496,5.821383884,-0.327877803,9.514746966,6.72708559,22.92857143,5.026214932,1497.800808,72.62806667,33.35673333,72.62806667,33.35673333,formation_centroid,72.52596542,33.43661297,73.71821794,73.01522271,41.90334738,58.12732663,42.36767395,56.60865099,64.87980652,57.6234066,1209.547416,1457.491082,1222.507301,1157.746869,1418.749222,1011.753956,1246.299308,1105.415714,1273.39546,12.1681888
Y0144,6,1.583333333,1.666666667,0.166666667,0.016666667,0.25,1,1.783333333,0.316666667,0.6,0.166666667,8.765,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.679,8.85,1192.416667,835.8354192,1014.999256,1133.464133,950.7512674,1318.075263,1206.142112,934.3117676,1076.544575,2.508840438,8.627671713,1.833628606,7.071164746,-0.799415755,8.236828805,10.45251369,22.25,4.579786425,1683.606146,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.36535015,32.98951766,73.56620755,67.51064322,36.60567338,74.3092295,35.36067898,37.97537318,85.65607452,54.22130097,1240.377558,1649.747806,1324.295348,1589.918321,1739.819301,1147.589153,1448.624581,1432.291667,1799.844184,10.95891583
Y0155,5,1.88,1.4,0.2,0.2,0.26,1.02,1.66,0.18,0.8,0,8.444,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.392,8.496,1089.86,900.8763312,1172.614204,950.5514842,1152.375405,1468.892119,1048.670735,1013.489685,1115.66338,24.99710476,22.33589384,25.31455299,25.38226601,25.14926111,22.79378134,25.63153076,27,24.32881001,797.4878257,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.26383439,32.99200529,81.15922252,90.10042426,59.46736099,79.30690849,62.89378647,80.5153957,89.70266724,75.57384974,1351.814847,1596.916099,1565.447148,1680.162541,1671.397259,1503.737202,1561.579183,1321.142,1131.542596,19.42382662
Y0158,15,1.76,1.266666667,0.133333333,0.133333333,0.22,1.34,0.82,0.46,0.533333333,0.333333333,8.739,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.696,8.782,855.42,670.3771428,826.739158,949.4643509,647.752794,1003.140729,809.8641738,699.7597656,817.8897247,7.604390021,3.41151482,6.070253147,7.635576592,10.52490541,2.631472099,7.558663845,17.5,6.313018681,1054.736512,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.45173477,33.03030349,63.81007576,67.96267574,51.72488121,66.16678957,53.46284274,60.32142239,66.99383545,60.57478124,1002.091539,1321.744009,1049.959045,1386.63607,1262.049846,1187.839375,1201.71998,1023.674,1007.237319,2.494005036
Y0159,8,1.55,1.25,0.25,0,0.1625,1.1375,1.0375,0.4875,0.625,0.125,9.396,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,9.383,9.409,1086.4125,1224.288912,1499.205354,1370.158048,1506.564754,1856.140821,1723.449463,1453.082153,1529.967892,1.340472041,12.27096477,5.219903109,5.436547398,0.906706127,10.70517135,4.871418953,23.4375,5.979960799,1829.970248,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.19560517,33.21702239,74.03933873,75.04931108,48.47186539,58.99172107,51.18221439,62.17619182,73.73808289,61.65177375,1496.270553,1658.951989,1650.704598,1411.726685,1688.391346,1297.939881,1533.997508,1298.92625,1665.820341,13.07514352
Y0160,8,1.525,1,0.125,0,0.125,1.375,0.5,0.75,0.5,0.375,9.408,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,9.395,9.421,893.9,1168.941907,1134.751271,1257.231507,1335.352068,1682.799767,1240.442428,1108.507813,1303.253158,-2.704590102,1.951048305,-7.532188809,5.910827148,-5.212443423,0.41779199,3.107446671,16.3125,-1.194925815,1943.660656,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.32794305,33.0905112,80.78335575,70.11167056,49.25543219,80.32855933,56.73624634,61.36611623,90.64593506,66.43023007,1316.089384,1407.898184,1637.437287,1222.544914,1223.992206,980.4398025,1298.066963,1058.655,1387.813968,0.377777338
Y0161,7,1.314285714,1.285714286,0.285714286,0,0.171428571,1,1.2,0.428571429,0.428571429,0.285714286,9.404,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,9.386,9.421,1270.171429,1859.694382,2179.953542,1763.566675,2164.854287,2474.623302,2612.794254,2416.141846,2175.914407,-2.832820299,4.259937127,-1.589710263,5.521752357,-0.672813672,4.563006481,8.169370651,18.85714286,1.541558622,2834.042609,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.37795344,32.95860073,47.9110467,69.66838637,39.29404273,35.14522069,30.17553977,25.17378656,41.01185608,41.2280038,1798.419977,1929.364897,2024.308251,1846.915613,2232.840039,1520.482723,1892.05525,1514.162857,2696.077449,4.912550976
Y0162,6,1.7,1,0.166666667,0,0.183333333,1.516666667,0.316666667,0.65,0.666666667,0.166666667,9.449,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,9.382,9.516,724.1833333,939.3859742,1017.730232,1041.280111,1125.295593,1307.369128,1117.231984,1052.857788,1091.38217,2.508840438,8.627671713,-0.09170828,7.071164746,-1.973989708,8.236828805,10.45251369,22.25,4.063134619,1237.935121,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.19333207,32.97832305,73.07773568,71.60491695,47.09993897,56.91030672,50.15961789,60.50498048,66.71847534,59.89291611,1100.97786,1209.671698,1088.675065,862.4961759,1197.224635,1051.861247,1085.151114,857.545,935.7356866,10.95891583
Y0163,5,1.44,1,0.2,0,0.22,1.42,0.38,0.58,0.6,0.2,9.399,NA,NA,Dhok Pathan,Gandakas Road,Malhuwala Kas,9.382,9.415,880.62,1020.049439,1407.196183,1361.925293,1366.993055,1802.597508,1756.859984,942.9452515,1452.603577,-4.359163922,6.409643401,-2.486817884,-5.632356821,-4.278546376,6.956686808,-5.875989914,21.3,-0.565092466,2335.185445,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.40214411,33.11077582,70.88455643,68.8888962,34.65961223,65.16890561,33.16822034,27.67034357,69.09321594,50.0734224,1219.739077,1494.515963,1283.967538,1291.176241,1462.131385,1249.667502,1333.532951,1037.554,1512.382163,9.265933669
Y0165,5,1.66,1.4,0,0.02,0.26,1.42,1.66,0.56,0.72,0.2,8.794,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.766,8.822,817.04,846.9337718,678.2130306,936.1719616,980.3533768,962.7557249,950.4179372,1255.405151,892.4743005,-4.359163922,6.409643401,-0.309658203,-5.632356821,-2.573696845,6.956686808,-5.875989914,21.3,0.08190907,1378.170849,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.24961254,33.28948582,63.06694901,65.07530289,28.31944967,49.45824757,21.04958094,39.94007998,61.05783463,44.48493501,873.5895358,1286.209631,940.0362912,1116.665739,1282.367964,730.6665017,1038.255944,970.608,1086.819528,9.265933669
Y0166,11,1.536363636,1.181818182,0.181818182,0,0.209090909,1.190909091,0.936363636,0.445454545,0.518181818,0.272727273,8.794,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.766,8.822,1045.436364,1067.666169,1163.294606,1224.517906,1286.71004,1584.465878,1364.620787,1054.324707,1281.879231,-3.020176901,4.419255366,-1.777824874,1.597566089,-1.219136809,4.972848957,2.002913475,19.22727273,0.828755305,1891.675177,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.32201686,33.22912938,74.42122045,68.55953505,41.64844207,76.83937776,39.96746427,40.07892281,82.23564148,56.9191604,1408.832399,1521.686234,1435.797671,1377.43691,1555.961805,1073.565541,1395.54676,1247.332727,1618.167732,5.572154415
Y0168,5,2.04,1.4,0,0.2,0.22,1.42,1.38,0.38,1,0,8.296,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.259,8.333,707.22,528.2817095,707.7517907,738.8755353,683.0587963,660.7282581,760.7148765,764.4433594,679.9018277,24.99710476,22.33589384,25.31455299,25.38226601,25.14926111,22.79378134,25.63153076,27,24.32881001,651.90862,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.42519414,33.13243195,80.21180421,95.38055912,54.74176163,75.51299869,65.06854193,93.55693627,77.09255981,77.41210031,868.9662017,1228.800582,971.3633147,1101.592852,1082.910598,839.3495608,1015.497185,854.974,614.1673032,19.42382662
Y0171,6,1.616666667,1.35,0.133333333,0,0.216666667,1.183333333,1.45,0.516666667,0.616666667,0.166666667,8.075,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.046,8.104,1028.6,788.1338092,880.8815012,1084.701672,843.4913693,1123.615723,1092.531644,874.8048096,968.8926198,2.508840438,8.627671713,-0.09170828,7.071164746,-1.973989708,8.236828805,10.45251369,22.25,4.063134619,1545.18135,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.47206308,32.96303548,71.63237285,70.31609717,39.26529801,70.06358726,37.88514058,46.9145958,76.0597229,56.01284861,1149.606166,1497.402707,1315.722052,1282.159802,1509.974146,955.829047,1285.115653,1230.803333,1444.41548,10.95891583
Y0172,7,1.628571429,1.285714286,0.142857143,0.142857143,0.185714286,1.157142857,1.185714286,0.414285714,0.571428571,0.285714286,8.282,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.255,8.309,1047.185714,679.576992,950.6472378,1176.509701,709.7890767,1323.666276,1079.174396,655.177063,986.5606134,7.865740096,4.259937127,6.63899037,7.725512254,8.256702417,4.563006481,7.907966137,18.85714286,6.551648124,1497.800808,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.39567953,33.10491802,95.99805955,69.34733625,47.9420902,73.64499322,47.49495687,52.01138541,86.30354309,64.40647025,1270.980031,1691.479481,1481.174775,1698.911876,1649.020921,1326.942441,1519.751587,1254.515714,1453.682554,4.912550976
Y0173,6,1.55,1.333333333,0.166666667,0.016666667,0.216666667,0.85,1.716666667,0.466666667,0.6,0.166666667,8.282,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.255,8.309,1328.2,958.9803807,1073.135025,1209.260119,1232.736663,1365.866687,1316.617714,946.6756592,1192.766098,2.508840438,8.627671713,1.833628606,7.071164746,-0.799415755,8.236828805,10.45251369,22.25,4.579786425,1829.970248,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.27689989,33.05934937,73.50452904,70.31609717,38.46522017,74.28549174,36.35619823,41.91632513,80.54152679,55.80731025,1385.10569,1818.687278,1606.435418,1773.343319,1908.994828,1182.355527,1612.48701,1598.99,2174.5007,10.95891583
Y0174,11,1.8,1.363636364,0.090909091,0.090909091,0.236363636,1.009090909,1.509090909,0.354545455,0.727272727,0.181818182,8.397,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.344,8.449,1122.154545,625.3399401,708.1934045,866.9383784,707.9570078,801.1790528,828.8781629,695.5214233,756.4143244,7.57241689,7.516318281,3.893849993,7.563826659,3.995501113,7.59185395,7.65258503,21.81818182,6.355627814,952.0650509,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.22515965,33.18535403,74.40029368,68.25938809,42.0514181,61.4050957,39.60507289,53.10997214,62.41159058,56.47187343,1169.296399,1550.141753,1532.367249,1660.761068,1742.481736,1102.277355,1459.55426,1356.871818,1288.978311,10.18937848
Y0176,9,1.822222222,1.222222222,0.222222222,0.111111111,0.255555556,1.233333333,0.922222222,0.322222222,0.666666667,0.111111111,8.193,N 33 11.711,E 72 35.749,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.117,8.269,927.1444444,1109.35797,1116.581977,963.934655,1161.744277,1455.252835,1156.871734,1108.653076,1160.623908,-2.92196597,13.58472562,9.745931396,-4.594156028,6.962608984,11.76738888,-4.742434978,23.83333333,5.757422146,902.1622987,72.37276667,33.11698333,73.80574694,33.74843639,actual,73.80574694,33.74843639,68.6347677,71.03318874,51.33696201,50.24418706,48.35468787,63.97539315,51.58483505,58.92986442,1471.969137,1386.877892,1603.555599,1451.977754,1464.251339,1523.046796,1483.613086,1116.067778,1012.704663,13.78055276
Y0179,5,1.62,1,0,0.02,0.22,1.42,0.78,0.76,0.52,0.4,8.662,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.474,8.85,828.6,649.8539167,671.539295,894.8633096,707.8733931,1300.101833,845.2729948,897.8172607,844.917457,-8.168984696,0.652335884,-10.58813429,-9.948081722,-4.568272924,-1.058189696,-10.11785412,15.6,-5.613221241,1531.803135,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.30264528,33.12235562,77.69124619,67.96265776,43.9258965,81.58948228,38.18363033,64.04948187,90.44124603,62.23373249,788.2168424,1134.122623,612.4163791,1146.326072,1013.602576,641.7409846,889.4042461,982.78,1154.115012,-0.89195928
Y0182,23,1.539130435,1.086956522,0.173913043,0.043478261,0.139130435,1.130434783,0.8,0.565217391,0.47826087,0.347826087,9.24,N 33 15.268,E 72 37.229,Dhok Pathan,Gandakas,Gandakas,9.229,9.25,1095.495652,1325.142555,1320.919427,1329.258681,1538.781467,1752.63282,1349.644562,1159.230469,1436.063252,10.78676616,2.99305124,-2.280110866,9.812376851,-0.1704099,1.909219254,12.27976227,17.08695652,3.841815457,1879.089138,72.37276667,33.11698333,73.83082472,33.80870778,actual,73.83082472,33.80870778,78.44522857,70.04852281,49.88292105,76.65631828,49.80426553,58.96454239,91.30831146,63.96696644,1761.990205,1663.509851,1769.917904,1675.639246,1630.393057,1353.246521,1642.449464,1309.607826,1704.363974,1.757925837
Y0191,8,1.5,1.25,0.25,0,0.25,1,0.75,0.375,0.5,0.25,9.332,NA,NA,Dhok Pathan,Gandakas,Gandakas,9.237,9.426,1216.5,1451.057922,1394.254789,1317.818945,1566.83073,1852.347542,1704.583197,1738.679199,1547.815521,-4.674146366,4.756204707,-2.381003651,-7.039366641,-2.175202299,5.602683873,-7.414055824,19.875,-0.985138396,2059.149252,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.19285267,33.09806797,75.29759591,65.56466743,39.20917675,71.8825706,38.60195351,31.52641847,83.84281921,53.68039711,1521.574969,1667.173433,1553.880588,1601.057703,1832.737621,1184.167567,1560.098647,1457.65,2039.823204,6.726460432
Y0192,6,1.433333333,1.333333333,0.166666667,0,0.216666667,1.183333333,1.383333333,0.483333333,0.616666667,0.166666667,8.569,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,8.474,8.664,1081.583333,1022.57193,1273.553094,1340.841138,1383.302909,1545.804716,1671.180529,963.8920288,1372.875719,2.508840438,8.627671713,-0.09170828,7.071164746,-1.973989708,8.236828805,10.45251369,22.25,4.063134619,2365.141772,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.26785185,32.96718188,67.5718131,70.31609717,32.99043918,52.11698532,29.18385977,28.15578613,64.38276672,46.72249678,1326.610362,1691.997593,1581.234236,1520.799643,1711.540032,1193.844299,1504.337694,1286.591667,1902.299507,10.95891583
Y0193,8,1.5,1.25,0.25,0,0.125,1,0.875,0.375,0.5,0.25,8.996,NA,NA,Dhok Pathan,Dhok Mila (Khaur Kas),Malhuwala Kas,8.969,9.022,1216.5,1607.083763,1761.260759,1517.33936,1711.967121,1869.172588,1878.287995,1746.312012,1724.185264,-4.674146366,4.756204707,-2.381003651,-7.039366641,-2.175202299,5.602683873,-7.414055824,19.875,-0.985138396,2059.149252,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.52865895,33.27183146,76.16346326,70.25225225,50.02487877,68.04371773,49.03081327,51.1936585,79.61651611,60.7847973,1727.558847,1815.999408,1914.941814,1605.176553,1934.95878,1346.80134,1724.239457,1457.65,2039.823204,6.726460432
Y0194,7,1.642857143,1.3,0.114285714,0,0.185714286,1.014285714,1.528571429,0.442857143,0.714285714,0.142857143,8.996,NA,NA,Dhok Pathan,Dhok Mila (Khaur Kas),Malhuwala Kas,8.969,9.022,1163.2,766.4278085,850.0802655,1061.51263,918.6890746,1000.853178,1067.961147,915.3987427,944.2540172,1.750405805,10.63205725,2.766573496,5.821383884,-0.327877803,9.514746966,6.72708559,22.92857143,5.026214932,1442.427145,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.52599878,32.94290468,72.86163884,73.01522271,40.83676894,52.25919638,40.07873847,57.20795554,62.87794876,56.04325348,1235.077323,1637.848417,1479.457018,1405.886674,1734.606691,932.4455683,1404.220282,1399.268571,1624.266961,12.1681888
Y0196,7,1.714285714,1,0.142857143,0.142857143,0.142857143,1.571428571,0.285714286,0.571428571,0.571428571,0.285714286,8.996,NA,NA,Dhok Pathan,Dhok Mila (Khaur Kas),Malhuwala Kas,8.969,9.022,674,607.4241936,1024.616728,1124.870808,755.0335198,1160.909335,1039.853005,675.1690063,952.1179315,7.865740096,4.259937127,6.63899037,7.725512254,8.256702417,4.563006481,7.907966137,18.85714286,6.551648124,1191.274813,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.45704062,33.0860566,106.351891,70.02991258,56.43353028,78.39387932,61.47775378,63.69305494,87.04143524,72.73000364,956.9820963,1308.31731,1105.802609,1200.574081,1258.336308,1380.024252,1201.672776,796.0428571,870.5438851,4.912550976
Y0199,6,1.866666667,1.333333333,0.166666667,0.166666667,0.183333333,1.183333333,1.15,0.316666667,0.833333333,0,8.67,NA,NA,Dhok Pathan,Hasal Kas (Bora Ka),Malhuwala Kas,8.623,8.717,956.35,892.3964059,1128.310957,935.1352354,1034.790551,1277.915429,1026.635821,1037.190063,1049.1974,21.50125343,22.33589384,22.40328682,21.4449945,22.59813809,22.79378134,21.41508865,27,22.179558,818.4070721,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.31267258,33.01869473,83.82452436,97.40023643,64.43078189,71.05604605,64.17768611,93.33072517,71.15855408,79.03666667,1336.994324,1500.679136,1610.081512,1509.547387,1551.40771,1468.162469,1496.145423,1154.728333,992.2458198,19.42382662
Y0205,5,1.62,1.4,0,0.02,0.24,1.4,1.68,0.58,0.72,0.2,9.002,NA,NA,Dhok Pathan,Dhok Mila (Khaur Kas),Malhuwala Kas,8.912,9.091,845.42,832.0925811,698.6591436,985.1574172,957.4137112,1020.017306,1026.359007,1229.711182,919.949861,-4.359163922,6.409643401,-0.309658203,-5.632356821,-2.573696845,6.956686808,-5.875989914,21.3,0.08190907,1531.803135,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.37818947,32.97285394,64.1658941,67.36413762,28.8821491,52.69268246,20.34094756,41.32241957,56.94163895,45.79470507,942.2423579,1354.040423,981.9222131,1187.404072,1340.747719,742.7555033,1091.518715,1003.654,1175.709344,9.265933669
Y0207,10,1.72,1,0.2,0,0.21,1.51,0.19,0.59,0.5,0.3,9.365,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas,9.35,9.379,724.01,881.7572417,1083.266481,1016.641994,959.4160091,1329.483662,1103.604081,901.1724243,1062.361578,-3.014953253,4.071849866,-1.647908601,1.749234573,-1.399154432,4.05725575,1.873265624,18.45,0.636053984,1173.131886,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.46059754,33.11083593,72.29748245,68.48908875,52.0001485,76.51088084,53.14466088,58.93463719,83.99390411,63.56281644,1049.794899,1066.961012,897.1778734,838.4029546,1108.730286,1018.935375,996.6670667,858.417,913.6734195,4.186987194
Y0211,23,1.530434783,1.086956522,0.173913043,0.043478261,0.139130435,1.304347826,0.539130435,0.565217391,0.347826087,0.47826087,9.329,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas,9.317,9.341,951.7478261,1476.454424,1034.404891,1330.730557,1738.682855,1882.480404,1197.578521,1137.892822,1443.388609,18.7919229,-4.996243841,-11.62497361,14.11899448,-5.544175681,-5.393096022,15.47870159,13.36956522,0.892071371,1918.743507,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.41566399,33.17102966,78.32087728,70.04850425,57.26679369,77.73802516,54.90880422,79.36105983,81.36755371,69.60734407,1763.951695,1404.241906,1627.665314,1524.597625,1246.390468,920.701435,1414.591407,1130.74087,1469.693585,-4.866786956
Y0212,9,1.555555556,1,0,0.111111111,0.111111111,1.666666667,0.444444444,0.777777778,0.555555556,0.444444444,9.363,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas,9.337,9.389,639.7777778,1196.23885,824.7090524,1123.307272,1281.151916,1684.253632,1072.654046,1309.548462,1197.052461,2.16430423,-2.464710661,2.000412953,2.198756596,2.992584171,-3.666408909,1.953056455,14.33333333,0.53748973,1805.092348,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.41821499,33.26866205,78.5897828,70.13595428,51.14700514,87.710079,56.48307847,79.43007945,77.72664642,70.58266319,1092.082256,1224.013145,870.8934801,1274.463561,962.7850397,808.2752959,1038.75213,744.9444444,1011.559586,-3.149268824
Y0213,7,1.342857143,1.285714286,0.285714286,0,0.185714286,1.014285714,1.185714286,0.414285714,0.571428571,0.142857143,9.401,NA,NA,Dhok Pathan,Gandakas,Gandakas,9.379,9.423,1249.9,1400.297448,2019.175396,1682.222565,1965.624501,2028.411035,2522.458095,1819.672852,1936.36484,1.750405805,10.63205725,2.766573496,5.821383884,-0.327877803,9.514746966,6.72708559,22.92857143,5.026214932,2736.704949,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.27094344,33.06751998,64.32958319,73.01522271,38.55390093,40.62717028,39.19158707,32.0101407,65.21212006,47.95460081,1496.632866,1931.44532,1733.932193,1796.388233,2110.632456,1543.143012,1768.69568,1490.558571,2548.853286,12.1681888
Y0215,6,1.733333333,1.333333333,0.166666667,0.166666667,0.216666667,1.183333333,1.383333333,0.316666667,0.666666667,0.166666667,8.481,N 33 16.505,E 72 39.885,Dhok Pathan,Kaulial Kas,Kaulial Kas,8.362,8.599,994.8833333,1112.607984,956.1700311,1077.837645,1078.311376,1255.091781,1037.392371,1035.53125,1086.235198,13.57658552,8.627671713,15.48924344,14.37821115,15.22058065,8.236828805,13.5495882,22.25,12.58818688,1131.977125,72.37276667,33.11698333,73.87582917,33.82966806,actual,73.87582917,33.82966806,67.450893,70.31609717,50.36566177,64.03067425,49.66562389,56.63498976,61.75126266,59.74398997,1510.133417,1626.602099,1569.472716,1580.826973,1628.479577,1438.225635,1558.956736,1195.301667,1212.247977,10.95891583
Y0216,9,1.488888889,1.222222222,0.111111111,0,0.144444444,1.233333333,1.144444444,0.544444444,0.666666667,0.222222222,9.591,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas,9.522,9.66,1023.477778,891.14369,1097.500052,1268.294375,1367.10115,1327.99752,1457.334447,1047.623169,1234.895205,-3.884006808,5.454832768,-2.871446281,0.76132457,-3.343726786,6.319255354,1.567477226,20.66666667,0.406038803,2110.684378,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.33278688,33.04530955,71.11389116,70.4809378,39.30304003,50.46228847,32.65399958,40.6142391,59.47022247,50.77139936,1304.518326,1649.840249,1806.140477,1401.805894,1629.445926,1034.691147,1471.07367,1217.501111,1670.756981,8.137278897
Y0221,14,1.728571429,1,0.214285714,0.071428571,0.15,1.364285714,0.278571429,0.492857143,0.5,0.285714286,9.367,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas,9.346,9.387,844.0785714,1017.216336,1282.436334,1162.48885,978.2034579,1369.168536,1261.702272,975.352356,1178.535964,9.903054589,4.259937127,4.346849467,9.915804279,4.356530381,4.563006481,10.13661289,18.85714286,6.224197054,1146.484401,72.37276667,33.11698333,72.37276667,33.11698333,formation_centroid,72.53205072,33.10462181,76.96144856,69.96895505,58.53707122,70.88026941,59.01471098,68.16969619,79.47022247,67.25535857,1367.602213,1348.319411,1403.318933,1279.183777,1395.878515,1468.876516,1377.196561,1007.890714,1032.419807,4.912550976
