LOCALITY,ORDER,SUBORDER.SUPERFAMILY,FAMILY,SUBFAMILY.TRIBE,GROUP.NAME,GENUSSPECIES,GENUS,SPECIES,CODE,TAXON.CODE,IDNUMBER,ELEMENT,DESCRIPT,MINIMUM.AGE,MAXIMUM.AGE,AVERAGE.AGE,HYP,HOD,BUN,SF,OT,LOP,LOPT,AL,OL,ALX,LAT,LONG,FORMATION,REFERENCE SECTION,PALEOMAG SECTION
Y0224,Artiodactyla,Bovoidea,Bovidae,Antilopinae,Reduncini,Kobus indet.,Kobus,indet.,0,45172043    324  182,Y 14401,Metacarpal,DIST3/4 DIAPB,9.38,9.421,9.401,3,1,0,1,0,2,0,0,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0224,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Miotragocerus pilgrimi,Miotragocerus,pilgrimi,0,45172012    117  041,Y  6148,Horn Core / Ossicone,RINC         B,9.38,9.421,9.401,1,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0224,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcabune nagrii,Dorcabune,nagrii,0,45171600    053  036,Y 27044,Lower Molar,RFRAGM3      BW,9.38,9.421,9.401,1,1,0,0,0,0,2,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0224,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium majus,Dorcatherium,majus,0,45171600    054  037,Y  6195,Radius,LDIST        B,9.38,9.421,9.401,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0224,Artiodactyla,Bovoidea,Bovidae,Antilopinae,Antilopini,Gazella lydekkeri,Gazella,lydekkeri,0,45172042    055  013,Y 14414,Magnum-Trapezoid,RCOMP        U,9.38,9.421,9.401,2,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0224,Primates,Euprimates,Hominidae,Sugrivapithecini,"Hominoidea, i.s.",Sivapithecus sivalensis,Sivapithecus,sivalensis,0,45051010    002  002,Y  6153,Mandible,BINC I1-M3   BW,9.38,9.421,9.401,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0225,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Propotomochoerus hysudricus,Propotomochoerus,hysudricus,0,45170550    056  028,Y  6895,Mandible,LINC         B,9.38,9.421,9.401,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0225,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Sivalhippus nagriensis,Sivalhippus,nagriensis,0,45180221    062  166,Y  6889,Upper Molar,LINC M1      BU,9.38,9.421,9.401,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0225,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Elachistoceras khauristanensis,Elachistoceras,khauristanensis,0,45172012    033  026,Y  6961,Tibia,LDIST        B,9.38,9.421,9.401,2,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0225,Artiodactyla,Giraffoidae,indet.,indet.,Giraffoidae,indet. indet.,indet.,indet.,0,451717      001  001,Y  6154,Phalanx,COMPMED MED U,9.38,9.421,9.401,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0225,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Rhinocerotina,Rhinocerotina,Gaindatherium indet.,Gaindatherium,indet.,0,451812111   082  017,Y  6896,Upper Molar,RCOMPM1      UV,9.38,9.421,9.401,1,1,0,0,0,1,2,1,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0225,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Hippopotamodon sivalense,Hippopotamodon,sivalense,0,45170550    038  007,Y  6897,Indet. Molar,FRAGMI      BU,9.38,9.421,9.401,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0225,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Miotragocerus pilgrimi,Miotragocerus,pilgrimi,0,45172012    117  041,Y  6964,Horn Core / Ossicone,LINC         B,9.38,9.421,9.401,1,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0225,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium majus,Dorcatherium,majus,0,45171600    054  037,Y  6963,Phalanx,COMPMED MED A,9.38,9.421,9.401,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0226,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Rhinocerotina,Rhinocerotina,Gaindatherium indet.,Gaindatherium,indet.,0,451812111   082  017,Y  6942,Phalanx,COMP2ND ?   U,9.35,9.383,9.367,1,1,0,0,0,1,2,1,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0226,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Sivalhippus theobaldi,Sivalhippus,theobaldi,0,45180221    062  039,Y  6200,Upper Premolar,RINC P4      BV,9.35,9.383,9.367,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0226,Proboscidea,indet.,indet.,indet.,Proboscidea,indet. indet.,indet.,indet.,0,4515        001  001,Y  6158,Indet. Molar,FRAGMI      B,9.35,9.383,9.367,1,1,0,0,0,0,2,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0226,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium indet.,Dorcatherium,indet.,0,45171600    054  308,Y  7034,Lower Molar,LINC MI      BW,9.35,9.383,9.367,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0226,Artiodactyla,Giraffoidae,indet.,indet.,Giraffoidae,indet. indet.,indet.,indet.,0,451717      001  001,Y 13429,Calcaneum,RFRAG        B,9.35,9.383,9.367,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0226,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Miotragocerus pilgrimi,Miotragocerus,pilgrimi,0,45172012    117  041,Y  6201,Mandible,LINC M2-M3   BW,9.35,9.383,9.367,1,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0226,Primates,Euprimates,Hominidae,Sugrivapithecini,"Hominoidea, i.s.",Sivapithecus sivalensis,Sivapithecus,sivalensis,0,45051010    002  002,Y  6160,Mandible,RINC P3-M3   BW,9.35,9.383,9.367,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0226,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Propotomochoerus hysudricus,Propotomochoerus,hysudricus,0,45170550    056  028,Y  6944,Lower Molar,LINC M3      BV,9.35,9.383,9.367,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0226,Artiodactyla,Bovoidea,Bovidae,Antilopinae,Reduncini,Kobus indet.,Kobus,indet.,0,45172043    324  182,Y  6943,Mandible,LINC P2-M1   BW,9.35,9.383,9.367,3,1,0,1,0,2,0,0,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0226,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Sivalhippus nagriensis,Sivalhippus,nagriensis,0,45180221    062  166,Y  7026,Metatarsal,RPROX3RD     B,9.35,9.383,9.367,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0227,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium majus,Dorcatherium,majus,0,45171600    054  037,Y  6726,Astragalus,LINC         B,9.38,9.421,9.401,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,227 Section,Dinga Kas
Y0227,Artiodactyla,Giraffoidae,Giraffidae,Sivatheriinae,Sivatheriinae,Vishnutherium grande,Vishnutherium,grande,0,45171735    375  315,Y  6715,Lower Molar,LINC MI      BW,9.38,9.421,9.401,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,227 Section,Dinga Kas
Y0227,Perissodactyla,Chalicotherioidea,Chalicotheriidae,Chalicotheriinae,Anisodontini,Anisodon salinus,Anisodon,salinus,0,45180421    032  023,Y  6882,Upper Molar,LFRAGMI      BW,9.38,9.421,9.401,1,1,0,0,0,1,0,1,0,1,NA,NA,Dhok Pathan,227 Section,Dinga Kas
Y0227,Primates,Euprimates,Hominidae,Sugrivapithecini,"Hominoidea, i.s.",Sivapithecus sivalensis,Sivapithecus,sivalensis,0,45051010    002  002,Y  6206,Upper Molar,RINC M2      BW,9.38,9.421,9.401,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,227 Section,Dinga Kas
Y0227,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Rhinocerotina,Rhinocerotina,Gaindatherium indet.,Gaindatherium,indet.,0,451812111   082  017,Y  6300,Metacarpal,LPROX2ND     B,9.38,9.421,9.401,1,1,0,0,0,1,2,1,1,0,NA,NA,Dhok Pathan,227 Section,Dinga Kas
Y0227,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Sivalhippus nagriensis,Sivalhippus,nagriensis,0,45180221    062  166,Y  6237,Upper Molar,LINC M3      BW,9.38,9.421,9.401,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,227 Section,Dinga Kas
Y0227,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Elachistoceras khauristanensis,Elachistoceras,khauristanensis,0,45172012    033  026,Y  7415,Astragalus,RCOMP        U,9.38,9.421,9.401,2,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,227 Section,Dinga Kas
Y0227,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Bothriodontinae,Bothriodontinae,Merycopotamus medioximus,Merycopotamus,medioximus,0,45170830    052  200,Y  6746,Maxilla,LINC P4-M3   IU,9.38,9.421,9.401,1,1,0,0,0,0,2,0,1,0,NA,NA,Dhok Pathan,227 Section,Dinga Kas
Y0227,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Propotomochoerus hysudricus,Propotomochoerus,hysudricus,0,45170550    056  028,Y  6727,Mandible,LINC M1      BV,9.38,9.421,9.401,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,227 Section,Dinga Kas
Y0227,Proboscidea,Gomphotherioidea,Gomphotheriidae,gomphothere group,gomphothere group,indet. indet.,indet.,indet.,0,4515223     001  001,Y  6240,Mandible,RINC DP2-DP3 BE,9.38,9.421,9.401,1.4,3,0,0,0.3,0,4.3,0,1,0,NA,NA,Dhok Pathan,227 Section,Dinga Kas
Y0227,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcabune nagrii,Dorcabune,nagrii,0,45171600    053  036,Y  6857,Upper Molar,LINC MI      BV,9.38,9.421,9.401,1,1,0,0,0,0,2,1,0,1,NA,NA,Dhok Pathan,227 Section,Dinga Kas
Y0227,Artiodactyla,Giraffoidae,Giraffidae,Sivatheriinae,Sivatheriinae,Libytherium indet.,Libytherium,indet.,0,45171735    107  182,Y  6233,Metapodial,DIST3/4     B,9.38,9.421,9.401,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,227 Section,Dinga Kas
Y0227,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Hippopotamodon sivalense,Hippopotamodon,sivalense,0,45170550    038  007,Y  6838,Mandible,LFRAG        B,9.38,9.421,9.401,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,227 Section,Dinga Kas
Y0227,Artiodactyla,Giraffoidae,Giraffidae,Sivatheriinae,Sivatheriinae,Bramatherium megacephalum,Bramatherium,megacephalum,0,45171735    050  034,Y  6955,Metapodial,DISTMED     B,9.38,9.421,9.401,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,227 Section,Dinga Kas
Y0227,Proboscidea,Elephantoidea,Stegodontidae,Stegodontinae,Stegodontidae,Stegolophodon stegodontoides,Stegolophodon,stegodontoides,0,45152235    068cf154,Y  6747,Upper Premolar,RINC DP4     BW,9.38,9.421,9.401,1,3,0,0,0,0,5,0,1,0,NA,NA,Dhok Pathan,227 Section,Dinga Kas
Y0227,Artiodactyla,Bovoidea,Bovidae,Antilopinae,Reduncini,Kobus indet.,Kobus,indet.,0,45172043    324  182,Y  6989,Radius,RDIST        B,9.38,9.421,9.401,3,1,0,1,0,2,0,0,1,0,NA,NA,Dhok Pathan,227 Section,Dinga Kas
Y0227,Artiodactyla,Bovoidea,Bovidae,Antilopinae,Antilopini,Gazella lydekkeri,Gazella,lydekkeri,0,45172042    055  013,Y 14457,Lower Molar,LFRAGMI      BW,9.38,9.421,9.401,2,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,227 Section,Dinga Kas
Y0227,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Miotragocerus pilgrimi,Miotragocerus,pilgrimi,0,45172012    117  041,Y  6254,Astragalus,LINC         B,9.38,9.421,9.401,1,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,227 Section,Dinga Kas
Y0227,Artiodactyla,Bovoidea,Bovidae,Bovinae,?Bovini,Pachyportax falconeri,Pachyportax,falconeri,0,45172013    206  049,Y  6712,Skull,BINC         B,9.38,9.421,9.401,3,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,227 Section,Dinga Kas
Y0227,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Teleoceratina,Teleoceratina,Chilotherium intermedium,Chilotherium,intermedium,0,451812112   081  046,Y  6230,Calcaneum,RCOMP        U,9.38,9.421,9.401,1,1,0,0,0,1,2,1,1,0,NA,NA,Dhok Pathan,227 Section,Dinga Kas
Y0228,Artiodactyla,Giraffoidae,Giraffidae,Sivatheriinae,Sivatheriinae,Bramatherium megacephalum,Bramatherium,megacephalum,0,45171735    050  034,Y  6215,Phalanx,INC MED PROXU,9.578,9.664,9.621,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0228,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Bothriodontinae,Bothriodontinae,Merycopotamus medioximus,Merycopotamus,medioximus,0,45170830    052  200,Y  6225,Mandible,RINC M3      BU,9.578,9.664,9.621,1,1,0,0,0,0,2,0,1,0,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0228,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,indet. indet.,indet.,indet.,0,45180221    001  001,Y  6210,Lower Molar,LINC MI      BW,9.578,9.664,9.621,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0228,Proboscidea,Elephantoidea,indet.,indet.,Elephantoidea,indet. indet.,indet.,indet.,0,45152       001  001,Y  6219,Indet. Molar,FRAGMI      BW,9.578,9.664,9.621,1.2,3,0,0,0.2,0,6.4,0,1,0,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0228,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Miotragocerus pilgrimi,Miotragocerus,pilgrimi,0,45172012    117  041,Y  6214,Mandible,LINC M1-M3   BW,9.578,9.664,9.621,1,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0228,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Propotomochoerus hysudricus,Propotomochoerus,hysudricus,0,45170550    056  028,Y  6226,Mandible,BINC I1-M3   BE,9.578,9.664,9.621,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0228,Artiodactyla,Giraffoidae,Giraffidae,Giraffinae,Giraffinae,Giraffa punjabiensis,Giraffa,punjabiensis,0,45171737    102  020,Y  6216,Astragalus,LCOMP        U,9.578,9.664,9.621,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0228,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,indet.,Rhinocerotidae,indet. indet.,indet.,indet.,0,451812      001  001,Y  6219,Indet. Molar,FRAGMI      BW,9.578,9.664,9.621,1.2,1,0,0,0.1,1.1,1.9,0.9,1,0,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0236,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,indet.,Rhinocerotidae,indet. indet.,indet.,indet.,0,451812      001  001,Y  7132,Upper Molar,FRAGMI      BW,9.589,9.676,9.633,1.2,1,0,0,0.1,1.1,1.9,0.9,1,0,N 33 20.028,E 72 38.857,Dhok Pathan,Ratha Kas,Ratha Kas
Y0236,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Elachistoceras khauristanensis,Elachistoceras,khauristanensis,0,45172012    033  026,Y  8793,Maxilla,RINC MI      B,9.589,9.676,9.633,2,1,0,0,0,2,0,1,0,1,N 33 20.028,E 72 38.857,Dhok Pathan,Ratha Kas,Ratha Kas
Y0236,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Bothriodontinae,Bothriodontinae,Merycopotamus medioximus,Merycopotamus,medioximus,0,45170830    052  200,Y  7139,Radius,LPROX        B,9.589,9.676,9.633,1,1,0,0,0,0,2,0,1,0,N 33 20.028,E 72 38.857,Dhok Pathan,Ratha Kas,Ratha Kas
Y0236,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,indet.,indet.,indet.,0,45171600    001  001,Y  8794,Maxilla,RINC MI      B,9.589,9.676,9.633,1,1,0,0,0,1.5,0.5,1,0,1,N 33 20.028,E 72 38.857,Dhok Pathan,Ratha Kas,Ratha Kas
Y0236,Artiodactyla,Giraffoidae,Giraffidae,Sivatheriinae,Sivatheriinae,Vishnutherium grande,Vishnutherium,grande,0,45171735    375  315,Y  8787,Upper Premolar,LINC P3      BV,9.589,9.676,9.633,1,1,0,0,0,2,0,1,0,1,N 33 20.028,E 72 38.857,Dhok Pathan,Ratha Kas,Ratha Kas
Y0236,Artiodactyla,Giraffoidae,Giraffidae,Sivatheriinae,Sivatheriinae,Bramatherium megacephalum,Bramatherium,megacephalum,0,45171735    050  034,Y  7131,Phalanx,PROXMED PROXB,9.589,9.676,9.633,1,1,0,0,0,2,0,1,0,1,N 33 20.028,E 72 38.857,Dhok Pathan,Ratha Kas,Ratha Kas
Y0236,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Sivalhippus nagriensis,Sivalhippus,nagriensis,0,45180221    062  166,Y  7117,Lower Molar,LINC M3      BW,9.589,9.676,9.633,3,1,0,0,1,2,0,0,1,0,N 33 20.028,E 72 38.857,Dhok Pathan,Ratha Kas,Ratha Kas
Y0236,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Miotragocerus pilgrimi,Miotragocerus,pilgrimi,0,45172012    117  041,Y  7120,Astragalus,RCOMP        U,9.589,9.676,9.633,1,1,0,0,0,2,0,1,1,0,N 33 20.028,E 72 38.857,Dhok Pathan,Ratha Kas,Ratha Kas
Y0236,Proboscidea,Elephantoidea,indet.,indet.,Elephantoidea,indet. indet.,indet.,indet.,0,45152       001  001,Y  7133,Indet. Molar,FRAGMI      B,9.589,9.676,9.633,1.2,3,0,0,0.2,0,6.4,0,1,0,N 33 20.028,E 72 38.857,Dhok Pathan,Ratha Kas,Ratha Kas
Y0239,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Propotomochoerus hysudricus,Propotomochoerus,hysudricus,0,45170550    056  028,Y  7282,Lower Incisior,LINC II      BU,9.313,9.314,9.314,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Gandakas Road,Malhuwala Kas
Y0239,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,indet.,Rhinocerotidae,indet. indet.,indet.,indet.,0,451812      001  001,Y 13525,Lower Molar,LFRAGMI      BW,9.313,9.314,9.314,1.2,1,0,0,0.1,1.1,1.9,0.9,1,0,NA,NA,Dhok Pathan,Gandakas Road,Malhuwala Kas
Y0239,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium indet.,Dorcatherium,indet.,0,45171600    054  308,Y  7276,Tibia,LDIST        B,9.313,9.314,9.314,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Gandakas Road,Malhuwala Kas
Y0239,Artiodactyla,Giraffoidae,indet.,indet.,Giraffoidae,indet. indet.,indet.,indet.,0,451717      001  001,Y  7274,Indet. Molar,FRAGMI      BW,9.313,9.314,9.314,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Gandakas Road,Malhuwala Kas
Y0239,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Bothriodontinae,Bothriodontinae,Merycopotamus medioximus,Merycopotamus,medioximus,0,45170830    052  200,Y 13523,Mandible,RINC P4-M2   BU,9.313,9.314,9.314,1,1,0,0,0,0,2,0,1,0,NA,NA,Dhok Pathan,Gandakas Road,Malhuwala Kas
Y0239,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,indet. indet.,indet.,indet.,0,45180221    001  001,Y  7275,Indet. Incisor,INC II      BW,9.313,9.314,9.314,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Gandakas Road,Malhuwala Kas
Y0239,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Hippopotamodon sivalense,Hippopotamodon,sivalense,0,45170550    038  007,Y  7282,Indet. Molar,FRAGMI      BW,9.313,9.314,9.314,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Gandakas Road,Malhuwala Kas
Y0239,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Miotragocerus pilgrimi,Miotragocerus,pilgrimi,0,45172012    117  041,Y  7271,Maxilla,RINC M3      BW,9.313,9.314,9.314,1,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,Gandakas Road,Malhuwala Kas
Y0240,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Elachistoceras khauristanensis,Elachistoceras,khauristanensis,0,45172012    033  026,Y  7440,Metapodial,COMPMED EPIPJ,9.322,9.338,9.33,2,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Bhagwala Kas South,Gandakas
Y0240,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium indet.,Dorcatherium,indet.,0,45171600    054  308,Y  7293,Mandible,LINC MI      BW,9.322,9.338,9.33,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Bhagwala Kas South,Gandakas
Y0240,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Propotomochoerus hysudricus,Propotomochoerus,hysudricus,0,45170550    056  028,Y  7437,Upper Molar,LINC M1      BW,9.322,9.338,9.33,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Bhagwala Kas South,Gandakas
Y0240,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Sivalhippus nagriensis,Sivalhippus,nagriensis,0,45180221    062  166,Y  7296,Maxilla,RINC DP3-DP4 BW,9.322,9.338,9.33,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Bhagwala Kas South,Gandakas
Y0240,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Miotragocerus pilgrimi,Miotragocerus,pilgrimi,0,45172012    117  041,Y  7288,Upper Premolar,RINC P3      BW,9.322,9.338,9.33,1,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,Bhagwala Kas South,Gandakas
Y0243,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Rhinocerotina,Rhinocerotina,Gaindatherium indet.,Gaindatherium,indet.,0,451812111   082  017,Y  7338,Metatarsal,LPROX3RD     B,9.244,9.257,9.251,1,1,0,0,0,1,2,1,1,0,NA,NA,Dhok Pathan,Bhagwala Kas South,Gandakas
Y0243,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Aceratheriina,Aceratheriina,Alicornops indet.,Alicornops,indet.,0,451812121   265  017,Y  7373,Cuneiform,RINC         B,9.244,9.257,9.251,1,1,0,0,0,1,2,1,1,0,NA,NA,Dhok Pathan,Bhagwala Kas South,Gandakas
Y0243,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Miotragocerus pilgrimi,Miotragocerus,pilgrimi,0,45172012    117  041,Y  7341,Tibia,RINC         B,9.244,9.257,9.251,1,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,Bhagwala Kas South,Gandakas
Y0243,Artiodactyla,Giraffoidae,indet.,indet.,Giraffoidae,indet. indet.,indet.,indet.,0,451717      001  001,Y  7334,Phalanx,INC MED PROX,9.244,9.257,9.251,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Bhagwala Kas South,Gandakas
Y0243,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Elachistoceras khauristanensis,Elachistoceras,khauristanensis,0,45172012    033  026,Y  7326,Horn Core / Ossicone,RINC         B,9.244,9.257,9.251,2,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Bhagwala Kas South,Gandakas
Y0243,Perissodactyla,Chalicotherioidea,Chalicotheriidae,Chalicotheriinae,Anisodontini,Anisodon salinus,Anisodon,salinus,0,45180421    032  023,Y  7337,Phalanx,COMP?   MED U,9.244,9.257,9.251,1,1,0,0,0,1,0,1,0,1,NA,NA,Dhok Pathan,Bhagwala Kas South,Gandakas
Y0243,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Hippopotamodon sivalense,Hippopotamodon,sivalense,0,45170550    038  007,Y  7357,Calcaneum,RINC         B,9.244,9.257,9.251,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Bhagwala Kas South,Gandakas
Y0243,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Sivalhippus nagriensis,Sivalhippus,nagriensis,0,45180221    062  166,Y  7367,Metacarpal,RPROX3RD     B,9.244,9.257,9.251,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Bhagwala Kas South,Gandakas
Y0243,Artiodactyla,Bovoidea,Bovidae,Bovinae,?Bovini,Pachyportax falconeri,Pachyportax,falconeri,0,45172013    206  049,Y  7335,Calcaneum,FRAG        B,9.244,9.257,9.251,3,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,Bhagwala Kas South,Gandakas
Y0243,Proboscidea,Deinotherioidea,Deinotheriidae,Deinotheriinae,Deinotheriidae,Deinotherium indet.,Deinotherium,indet.,0,45151100    030  017,Y 15498,Indet. Molar,INC MI      BW,9.244,9.257,9.251,1,1,0,0,0,0,2,1,0,1,NA,NA,Dhok Pathan,Bhagwala Kas South,Gandakas
Y0243,Proboscidea,Elephantoidea,indet.,indet.,Elephantoidea,indet. indet.,indet.,indet.,0,45152       001  001,Y  7360,Indet. Molar,FRAGMI      B,9.244,9.257,9.251,1.2,3,0,0,0.2,0,6.4,0,1,0,NA,NA,Dhok Pathan,Bhagwala Kas South,Gandakas
